log_id,name,url,invokeTime,formattedResponse,functionInitialLoad,functionInnertime,msSinceFunctionLoad,firstRun,serverStart,serverEnd,serverDifference
532,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913380002,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:43:00 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913380144,4179650,false,1710913380002,1710913380133,131
533,2. Every 1 Minute,https://lbg4c1fym5.execute-api.us-west-2.amazonaws.com/default/1M,1710913380011,This function initially loaded at Wed Mar 20 2024 04:34:00 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:43:00 GMT+0000 (Coordinated Universal Time).,1710909240474,1710913380145,4139671,false,1710913380011,1710913380134,123
534,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913390002,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:43:10 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913390121,4189627,false,1710913390002,1710913390107,105
535,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913400003,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:43:20 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913400128,4199634,false,1710913400003,1710913400116,113
536,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913410002,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:43:30 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913410146,4209652,false,1710913410002,1710913410131,129
537,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913420002,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:43:40 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913420127,4219633,false,1710913420002,1710913420114,112
538,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913430002,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:43:50 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913430133,4229639,false,1710913430002,1710913430120,118
539,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913440002,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:44:00 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913440156,4239662,false,1710913440002,1710913440145,143
540,2. Every 1 Minute,https://lbg4c1fym5.execute-api.us-west-2.amazonaws.com/default/1M,1710913440011,This function initially loaded at Wed Mar 20 2024 04:34:00 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:44:00 GMT+0000 (Coordinated Universal Time).,1710909240474,1710913440165,4199691,false,1710913440011,1710913440150,139
541,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913450002,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:44:10 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913450124,4249630,false,1710913450002,1710913450112,110
542,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913460002,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:44:20 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913460137,4259643,false,1710913460002,1710913460125,123
543,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913470003,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:44:30 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913470124,4269630,false,1710913470003,1710913470111,108
544,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913480003,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:44:40 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913480120,4279626,false,1710913480003,1710913480108,105
545,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913490004,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:44:50 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913490124,4289630,false,1710913490004,1710913490115,111
546,2. Every 1 Minute,https://lbg4c1fym5.execute-api.us-west-2.amazonaws.com/default/1M,1710913500007,This function initially loaded at Wed Mar 20 2024 04:34:00 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:45:00 GMT+0000 (Coordinated Universal Time).,1710909240474,1710913500132,4259658,false,1710913500007,1710913500121,114
547,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913500001,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:45:00 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913500134,4299640,false,1710913500001,1710913500130,129
548,3. Every 5 Minutes,https://c74aqg48s2.execute-api.us-west-2.amazonaws.com/default/5M,1710913500012,This function initially loaded at Wed Mar 20 2024 04:35:01 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:45:00 GMT+0000 (Coordinated Universal Time).,1710909301023,1710913500197,4199174,false,1710913500012,1710913500183,171
549,4. Every 15 Minutes,https://u1w871cka3.execute-api.us-west-2.amazonaws.com/default/15M,1710913500016,This function initially loaded at Wed Mar 20 2024 05:45:00 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:45:00 GMT+0000 (Coordinated Universal Time).,1710913500775,1710913500779,4,true,1710913500016,1710913500787,771
550,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913510004,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:45:10 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913510137,4309643,false,1710913510004,1710913510125,121
551,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913520003,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:45:20 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913520155,4319661,false,1710913520003,1710913520142,139
552,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913530001,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:45:30 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913530128,4329634,false,1710913530001,1710913530116,115
553,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913540003,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:45:40 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913540122,4339628,false,1710913540003,1710913540111,108
554,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913550002,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:45:50 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913550125,4349631,false,1710913550002,1710913550110,108
555,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913560003,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:46:00 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913560150,4359656,false,1710913560003,1710913560137,134
556,2. Every 1 Minute,https://lbg4c1fym5.execute-api.us-west-2.amazonaws.com/default/1M,1710913560010,This function initially loaded at Wed Mar 20 2024 04:34:00 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:46:00 GMT+0000 (Coordinated Universal Time).,1710909240474,1710913560191,4319717,false,1710913560010,1710913560177,167
557,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913570004,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:46:10 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913570134,4369640,false,1710913570004,1710913570122,118
558,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913580002,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:46:20 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913580126,4379632,false,1710913580002,1710913580114,112
559,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913590003,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:46:30 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913590133,4389639,false,1710913590003,1710913590122,119
560,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913600004,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:46:40 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913600177,4399683,false,1710913600004,1710913600165,161
561,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913610003,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:46:50 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913610137,4409643,false,1710913610003,1710913610124,121
562,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913620003,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:47:00 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913620135,4419641,false,1710913620003,1710913620123,120
563,2. Every 1 Minute,https://lbg4c1fym5.execute-api.us-west-2.amazonaws.com/default/1M,1710913620010,This function initially loaded at Wed Mar 20 2024 04:34:00 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:47:00 GMT+0000 (Coordinated Universal Time).,1710909240474,1710913620144,4379670,false,1710913620010,1710913620132,122
564,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913630003,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:47:10 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913630172,4429678,false,1710913630003,1710913630161,158
565,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913640002,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:47:20 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913640113,4439619,false,1710913640002,1710913640104,102
566,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913650003,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:47:30 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913650120,4449626,false,1710913650003,1710913650109,106
567,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913660002,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:47:40 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913660129,4459635,false,1710913660002,1710913660120,118
568,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913670004,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:47:50 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913670127,4469633,false,1710913670004,1710913670119,115
569,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913680002,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:48:00 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913680179,4479685,false,1710913680002,1710913680167,165
570,2. Every 1 Minute,https://lbg4c1fym5.execute-api.us-west-2.amazonaws.com/default/1M,1710913680008,This function initially loaded at Wed Mar 20 2024 04:34:00 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:48:00 GMT+0000 (Coordinated Universal Time).,1710909240474,1710913680185,4439711,false,1710913680008,1710913680176,168
571,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913690004,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:48:10 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913690138,4489644,false,1710913690004,1710913690130,126
572,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913700002,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:48:20 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913700131,4499637,false,1710913700002,1710913700121,119
573,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913710004,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:48:30 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913710132,4509638,false,1710913710004,1710913710123,119
574,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913720002,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:48:40 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913720131,4519637,false,1710913720002,1710913720121,119
575,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913730002,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:48:50 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913730129,4529635,false,1710913730002,1710913730120,118
576,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913740003,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:49:00 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913740132,4539638,false,1710913740003,1710913740121,118
577,2. Every 1 Minute,https://lbg4c1fym5.execute-api.us-west-2.amazonaws.com/default/1M,1710913740011,This function initially loaded at Wed Mar 20 2024 04:34:00 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:49:00 GMT+0000 (Coordinated Universal Time).,1710909240474,1710913740137,4499663,false,1710913740011,1710913740127,116
578,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913750004,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:49:10 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913750131,4549637,false,1710913750004,1710913750124,120
579,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913760002,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:49:20 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913760172,4559678,false,1710913760002,1710913760165,163
580,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913770002,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:49:30 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913770121,4569627,false,1710913770002,1710913770112,110
581,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913780003,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:49:40 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913780127,4579633,false,1710913780003,1710913780119,116
582,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913790002,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:49:50 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913790135,4589641,false,1710913790002,1710913790124,122
583,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913800003,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:50:00 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913800143,4599649,false,1710913800003,1710913800136,133
584,3. Every 5 Minutes,https://c74aqg48s2.execute-api.us-west-2.amazonaws.com/default/5M,1710913800013,This function initially loaded at Wed Mar 20 2024 04:35:01 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:50:00 GMT+0000 (Coordinated Universal Time).,1710909301023,1710913800188,4499165,false,1710913800013,1710913800177,164
585,2. Every 1 Minute,https://lbg4c1fym5.execute-api.us-west-2.amazonaws.com/default/1M,1710913800009,This function initially loaded at Wed Mar 20 2024 04:34:00 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:50:00 GMT+0000 (Coordinated Universal Time).,1710909240474,1710913800187,4559713,false,1710913800009,1710913800179,170
586,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913810004,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:50:10 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913810110,4609616,false,1710913810004,1710913810100,96
587,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913820001,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:50:20 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913820115,4619621,false,1710913820001,1710913820104,103
588,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913830004,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:50:30 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913830117,4629623,false,1710913830004,1710913830105,101
589,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913840003,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:50:40 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913840155,4639661,false,1710913840003,1710913840144,141
590,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913850001,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:50:50 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913850111,4649617,false,1710913850001,1710913850100,99
591,2. Every 1 Minute,https://lbg4c1fym5.execute-api.us-west-2.amazonaws.com/default/1M,1710913860013,This function initially loaded at Wed Mar 20 2024 04:34:00 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:51:00 GMT+0000 (Coordinated Universal Time).,1710909240474,1710913860127,4619653,false,1710913860013,1710913860115,102
592,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913860004,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:51:00 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913860124,4659630,false,1710913860004,1710913860117,113
593,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913870003,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:51:10 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913870128,4669634,false,1710913870003,1710913870120,117
594,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913880003,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:51:20 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913880129,4679635,false,1710913880003,1710913880119,116
595,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913890003,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:51:30 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913890113,4689619,false,1710913890003,1710913890102,99
596,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913900002,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:51:40 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913900113,4699619,false,1710913900002,1710913900106,104
597,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913910002,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:51:50 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913910127,4709633,false,1710913910002,1710913910117,115
598,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913920002,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:52:00 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913920229,4719735,false,1710913920002,1710913920236,234
599,2. Every 1 Minute,https://lbg4c1fym5.execute-api.us-west-2.amazonaws.com/default/1M,1710913920008,This function initially loaded at Wed Mar 20 2024 04:34:00 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:52:00 GMT+0000 (Coordinated Universal Time).,1710909240474,1710913920224,4679750,false,1710913920008,1710913920231,223
600,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913930002,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:52:10 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913930125,4729631,false,1710913930002,1710913930117,115
601,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913940003,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:52:20 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913940135,4739641,false,1710913940003,1710913940127,124
602,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913950004,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:52:30 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913950140,4749646,false,1710913950004,1710913950133,129
603,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913960002,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:52:40 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913960132,4759638,false,1710913960002,1710913960117,115
604,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913970001,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:52:50 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913970147,4769653,false,1710913970001,1710913970129,128
605,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913980001,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:53:00 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913980142,4779648,false,1710913980001,1710913980121,120
606,2. Every 1 Minute,https://lbg4c1fym5.execute-api.us-west-2.amazonaws.com/default/1M,1710913980009,This function initially loaded at Wed Mar 20 2024 04:34:00 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:53:00 GMT+0000 (Coordinated Universal Time).,1710909240474,1710913980152,4739678,false,1710913980009,1710913980129,120
607,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710913990001,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:53:10 GMT+0000 (Coordinated Universal Time).,1710909200494,1710913990134,4789640,false,1710913990001,1710913990112,111
608,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710914000003,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:53:20 GMT+0000 (Coordinated Universal Time).,1710909200494,1710914000234,4799740,false,1710914000003,1710914000220,217
609,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710914010002,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:53:30 GMT+0000 (Coordinated Universal Time).,1710909200494,1710914010148,4809654,false,1710914010002,1710914010132,130
610,1. Every 10 Seconds,https://4uze95sn78.execute-api.us-west-2.amazonaws.com/default/10S,1710914020002,This function initially loaded at Wed Mar 20 2024 04:33:20 GMT+0000 (Coordinated Universal Time). This function ran at Wed Mar 20 2024 05:53:40 GMT+0000 (Coordinated Universal Time).,1710909200494,1710914020138,4819644,false,1710914020002,1710914020113,111
